Server_ID,Hostname,IP_Address,OS_Type,Server_Location,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Admin_Name,Admin_Email,Admin_Phone,Log_Timestamp,CPU_Status,Memory_Status,Availability (%)
91ba7e56-1188-420c-baff-9d769851cbf2,srv-backup03,70a837358c38cd7e4997abbd19ff8abebeefbbc60cf7e6d474468b3e9e9d3610,Windows Server 2022,"Tokyo, Japan",23.68,63.99,16.51,37.0,30.61,18.97,5.03,Angela Johnson,5ef986d915edebf02481bdee7fb0d782d2e6ff24c9df4370b726cd687a9f73d0,b191b068a5c930bf58386439eec95ffd8901d9c455554720b08df4c792c2c75d,2025-03-02 13:38:00,Normal,Normal,79.04166666666667
31d83824-b926-4a54-a3f0-291257a5df22,srv-database02,945858e8eb0fb56311e278bfb12d673d0a5b45f0f8464605e1737f9903c25cb4,Ubuntu 20.04,"Berlin, Germany",58.51,37.95,34.31,118.87,100.34,20.11,3.89,Andrew Scott,1fdd7603c09bf64bfef23d86ee987af1bc89e470c34888fc59c39d86f66a25bf,9039eea396367f3b5be40366d0a9924982262af850ef69f7696d0fa396300771,2025-01-31 02:22:00,Normal,Normal,83.79166666666666
0a33a4cd-1a22-418e-bef8-321c1ec3cbf8,srv-analytics02,556b8661c8cc3ac36137523c09c69bef469c74c944b7c5c34b6f7cf07eef89b7,Windows Server 2019,"Sydney, Australia",23.54,40.76,71.74,89.57,106.29,21.11,2.89,Zoe Henson,27fa53abd587715f8ad07e4723e80377b8961af71f04da381c238ab2f060853b,f9f11497d7348d95ea6105efd97ae7d08977ce6e246faf1979bda2bf628afb24,2025-03-15 00:18:00,Normal,Normal,87.95833333333333
fb3aacfd-d7a3-41cf-8c01-37f7ce192e8c,srv-database03,fe487da6703deb02a41a43d8b55b2f69b19794daade2e3f400d9f9b770ae2be9,Red Hat Enterprise Linux,"New York, USA",96.67,31.74,34.75,68.77,66.79,18.39,5.61,Emily Macias,45c5d7cc081071074fe5cc355cd8ba9e6ebd4d8c8a1f4351d989abc371f48827,a1242cd29fdd676129d2cf2330ca4dfbf51e0858835e914afc4b6a8791584dfb,2025-02-01 16:20:00,Critical,Normal,76.625
5aa93017-a552-4598-af92-acd123695c21,srv-analytics01,4d8f8f80de57040cb429a53a7403323030d13571d1dce11285c8d09e15e46265,Red Hat Enterprise Linux,"New York, USA",74.84,99.52,68.8,31.48,63.76,19.55,4.45,Ricardo Snyder,c5a5a039fae0eb8e09712eb31abf09e24822ec76c85a94d04c3e6fcda1e4e541,ef94cac8da06fce365af5ef3e40088d0374f1fb4370f9abba54159f1ef546a16,2025-02-28 14:22:00,Normal,Critical,81.45833333333333
a9e31f3d-5b23-48d4-a8b7-63345d586ec2,srv-analytics02,15565c4afe792e241a1d6aa739c2f2982c340031271bc47d4c67de4ddaf8f66f,CentOS 8,"Sydney, Australia",94.8,49.35,90.67,121.64,140.54,18.85,5.15,Lori Hernandez,92c9847b2b6a6d29951ce71f451e8150dc8c4d8c86c16d6deb79fac421fe5d74,160f952eaa08bfa9650f9b36366744b8d1d354b3bdfb082d0232a39275a555cf,2025-02-12 05:13:00,Critical,Normal,78.54166666666667
622aeffb-fb0f-463c-938d-f06ced55569c,srv-app01,d7c85d48b87f0b449457ee41d2e70be1fbd3473bff29271940f8b8f66c418282,CentOS 8,"Tokyo, Japan",56.54,34.44,15.78,89.63,54.75,18.31,5.69,Robin Reed,ab7a45a48cef6a0a009d1f972c77fd80b3acb31a47cdd8ad10d5f803430f1f67,21d488625bc6041561b48b4b94a5017745c324e65dc0004e20729d8afe717674,2025-02-06 07:19:00,Normal,Normal,76.29166666666666
a8c95376-9a68-43a6-94ce-62c6ffb5b80b,srv-backup01,4370aaca0597ae4d65262a228215194336601a9009a4771592b14782af4ac0f5,Ubuntu 20.04,"Tokyo, Japan",77.56,47.28,88.26,115.38,20.83,21.19,2.81,Tracy Gomez,6a3873698ea0a4157d39b1ddd46a96855594e3913d64db1760ed591a7dc1d4ef,4e382b5d8a54aec824e1e4c19a3a905312ccd21258a8c614f857916fa7d1e2c5,2025-01-20 16:08:00,Normal,Normal,88.29166666666667
cfeb2838-9ddc-404f-b14a-41540918f46c,srv-backup01,d42daf2ad5ffa25ca76566f3e50f8117ae9268192ffb6c9b783e87e5f8fc719d,Ubuntu 20.04,"Sydney, Australia",68.66,32.15,53.1,54.31,56.62,21.49,2.51,Melissa Riley,68d97a8b9496e847fcb496fe0b169a4052c040154e4c585150c7f9b783242e68,937f33c61b3c97cee107c2441420f51de9bbadae99b851a97a7cc12e02e87707,2025-01-28 02:48:00,Normal,Normal,89.54166666666666
624b7e0f-4ce0-4af7-bb0c-8f5291436113,srv-backup02,e013bd0759bc52c61cd3ff8f9795c5464150a6033c8b8ab635487094d8b1981b,Red Hat Enterprise Linux,"London, UK",24.66,39.35,94.94,76.99,34.85,21.53,2.47,Derrick Drake,278fb90cfb5a15dfdae4eaa8c6c82f4c0a929efd5ba643a224e3e9f9a8055623,02ad7ef6440e6bda91506b06e4029d285811187c38bd73098fc00d1142e87010,2025-01-17 12:46:00,Normal,Normal,89.70833333333333
ff07794c-ee78-45fc-87e2-a3f76748b8fb,srv-analytics03,5534f4d7900226b2bfef6ebe9ef308818cd0312dc963a1727cfc0b63ef8a7876,Windows Server 2022,"Berlin, Germany",26.33,72.94,10.6,136.44,84.35,18.41,5.59,Ms. Valerie Miller,7f3a791b1cf4c9de47432eba79afb5abbe36c8326434030c89d1dc6be564779a,c7c85827c582f8e5c5ef06735b45311e5b51ba3d151d96afeaf1003dba0d667c,2025-02-05 04:17:00,Normal,Normal,76.70833333333333
eb85d2ce-5510-423a-bd37-662716ad1164,srv-app03,7e9a8860c96a48a6f1032cdf38765f92f57ec929b5445a7a576fc8dac0d2e0aa,CentOS 8,"Sydney, Australia",22.24,69.49,76.32,15.27,34.74,21.29,2.71,Christopher Ward,a3e2649a317d9e845df56c8d1dc1b282503ed2f3719c8246daf03defe71087f2,d7db4eb170c5e1c723ab5295f4b05d50b070e02138e1a32c14cb13f7a0b0af8b,2025-02-24 00:29:00,Normal,Normal,88.70833333333333
a82735b5-8ec6-4d02-8ac7-5b3482b26590,srv-database01,3c7945adb93cf3d97cddec84bb91e77ec60b6e60c9c2d9bd7f48861f9985adaa,Red Hat Enterprise Linux,"Tokyo, Japan",22.89,36.94,94.97,73.83,81.94,21.69,2.31,Ms. Nicole Robertson,c73546f3547e5b65d06c1b8a08100ab32339fdb6a9a46e573dc7136c8eae76d2,d573c465eb1a4f7a3e387735c92ed8219f084b1380d5cbb241d9c5a2acb5f8da,2025-03-04 12:12:00,Normal,Normal,90.375
182ce3e2-96d9-4639-a1cf-09c5352bd37e,srv-app02,9451543349b70a1106ba7fa2abfac8f2d406a12aeb8b2fd96ca28aad96635aad,CentOS 8,"Sydney, Australia",13.05,24.77,99.3,113.22,74.57,18.84,5.16,Stanley Brown,06c0cf3f56281f9fe77e8d906c6d946bce698846bf2bcd2e4ad992772da0f38e,d78c4aed30cc4bfde8e3884c189c0a7528ed4a0387dae29f707a7d0977628895,2025-01-15 12:17:00,Normal,Normal,78.5
44dde1fc-01e2-4a79-bf34-1b29a726f24c,srv-database03,ef10f180f982823927d7ee48073672bfbb8e2369e1cfc5b4ce4050e463d38939,CentOS 8,"Berlin, Germany",39.97,61.23,77.75,11.8,38.27,18.11,5.89,Dr. Linda Jackson,d085fc2e02dfc844a04f8694e349809d7454d03d5e2232461f88d7c9242651f5,d1b3e9aa52fc6ac3d389abfcd6b244e128fe0014cbe3e2d87bc4f03e11dc464e,2025-02-04 02:35:00,Normal,Normal,75.45833333333333
76bdc0ca-1e2d-46b3-91c1-0f3ee9ecf01a,srv-cache02,a9b04b8db9493012301522bf20349d41d559d397d5d2e446049e29f0be769bb2,Red Hat Enterprise Linux,"Tokyo, Japan",61.75,62.49,60.97,40.97,58.66,21.6,2.4,Mark Williams,d84a0ea6bb420e513e90763207a037a1849f74acb3a7c59f385c303e873ca3c2,ab9c703d0d29cd14c9184cf57ab5ae0d023488be3fbc675b806598b2d2e14c61,2025-02-27 16:33:00,Normal,Normal,90.0
77d54327-8068-45e5-bbc4-43b36b27ed8c,srv-app02,c356cfb1ca855e220d28fe50a4479da96a9264f2beefdfc9a640aa979f2dd6a9,CentOS 8,"Tokyo, Japan",96.42,81.38,29.87,23.22,133.17,20.09,3.91,Brian Charles,6992aff20d8819074b0755ae094710a38ee63fc636307d1b4deb2186b486fbe5,0f2ed1194eb2a24d1701cfff6d91b6dd5dd108f22dd29c01207f0a8222974778,2025-02-20 19:21:00,Critical,Normal,83.70833333333333
5c8486a8-da04-409a-a64e-1b46277aa8e2,srv-analytics01,9a7286ad9668702b7548b5d622c824bb53a60071df78978ceef7064824a3d957,Ubuntu 20.04,"Berlin, Germany",36.89,24.27,70.85,31.27,63.03,20.18,3.82,Brenda Bennett,fc656fbb3cfecc4c1084bb064146356d0efe6d70ffd81632e036c806f6683674,15267cd6d59f466687bff24ef5d8ff00dcee7cd6b9acde0725eff796ae5efc3a,2025-02-09 17:55:00,Normal,Normal,84.08333333333333
87c386ab-07f0-4a23-81a1-c82bb4a9b3d2,srv-api01,a55cc187e6999b50307a58cfbac3e71f15528c6e768e74c41fe90433a4dd73a2,Ubuntu 20.04,"Tokyo, Japan",32.76,66.97,96.76,82.13,36.79,22.47,1.53,Lisa Michael,c13a58cb6535ebe9d696b7e4d8f87b3cbf3ad0425ffcaf28da5d279a3c15eafb,b5151a4726f7ca66e4aa8b3dd1eb1693a47bb2a7d87b142b51639121b877e94f,2025-02-08 09:28:00,Normal,Normal,93.62499999999999
338720f2-d47e-4b0c-83fd-db1c9359c470,srv-api01,e43da712fd81069ba0ac776870d7065e73b1c97e778f35e6c8d30f13988a46d1,Windows Server 2019,"Tokyo, Japan",45.88,20.98,32.56,18.54,99.82,21.43,2.57,Brandy Hernandez,4f2f1f2e368a6197ae63110a96a36607eed63405967afa66bbed029d6c73db94,20aa1aff680f7a998e07cf9c0635b9cded9eb9ab859a2662411e69bc798f9e32,2025-01-22 07:19:00,Normal,Normal,89.29166666666667
0859608c-7f1b-4332-ba35-d50885c3c029,srv-web02,7437f479a77604ffcdf4a9b7845b343f28aa91c9b3b97fa202b72a75d4fe0937,Windows Server 2022,"New York, USA",86.0,65.67,87.6,149.61,72.33,18.51,5.49,Derek Herrera,33842bd1ab965a2cf42dee0c514eb8e76b3f989a31c5cfef8975727f9b56671e,ca704a45871086cf66817078544821487592a2ed11b53d1cc1656af3f2d57518,2025-02-12 13:44:00,Critical,Normal,77.12500000000001
961a2a06-4fd0-485d-bd56-d4e52ab5039c,srv-backup01,b991b558eb53df00bfd55cf0d694872b8be83eeb17ced835a6bad960eb587606,Windows Server 2022,"New York, USA",17.7,97.15,63.26,118.09,130.34,20.72,3.28,Brian Bowman,27e8122c9949e808db4b7f02798095071de352c37fd26eb08791ccb7af92f6eb,77294162adfb5ea8a6f3da3c38589271f6a259a3efaf1c8d467cb7790e817213,2025-03-09 03:09:00,Normal,Critical,86.33333333333333
3c110a81-cfdc-40f5-82a5-906466d0444d,srv-cache01,aec96b4c94ad16bbc48b562486ccdf52f63ea56430765a9b023260f8211410ef,Red Hat Enterprise Linux,"Sydney, Australia",13.71,95.85,32.54,101.94,68.65,20.82,3.18,Brandon Foster,1722ad24b1903a0875d20ae219a2b3486d983be25a9f47a2d4ed35ab849bc206,831295199e30a354b7351d7d07493272cf43933087fb56b80d9e168194051e11,2025-02-10 13:35:00,Normal,Critical,86.75
755ed160-757c-4213-8011-226502319394,srv-app02,051f9b7948baa0e99cde78585612bf4ef2a64493ac66864bff780a77a7969f8f,Ubuntu 20.04,"Berlin, Germany",92.78,22.54,73.27,47.53,95.97,22.84,1.16,Matthew Horton,8226919f64aa6271f3560233a8f7da0078b4b2c62664ed6d2c2bf47aca34784c,c8138ead618ea3cf3a0d72c37117397c08a8b9c915f077d505efe1fe50b79799,2025-02-15 22:33:00,Critical,Normal,95.16666666666667
0435b059-4f09-4a27-abfc-2a2bd4548aa7,srv-backup01,e8d5dda63dc298ae2130859ab9d25f492df82a229a9fc7aa58b7007beaa77a65,Windows Server 2019,"New York, USA",87.98,34.46,66.78,103.02,84.46,21.05,2.95,Amy Villarreal,5bb4484856f3878cdbe9ee7f012dcf30b450242cdc515eb1fbe47589347639ac,4ce6a4ce1a1e26f85f710dc58e71552c674b156418503684694a8e5fb8f11294,2025-01-27 20:30:00,Critical,Normal,87.70833333333333
2cfe603c-3683-452b-881c-8b51f5c7c3ce,srv-analytics02,da8ede643235452e67856865a544f0c6f7510642e43d51b1c8442f63c8b843a8,Windows Server 2022,"New York, USA",33.17,47.99,64.99,15.71,55.36,22.1,1.9,Amber Taylor,2ad807070dd12c4accaa9217a2aadfa165049718b13a483f8d731d7ec6534449,d5179535b9d07d147421847aa16a021f1ed3b075589db454977b9108bca74929,2025-03-07 03:21:00,Normal,Normal,92.08333333333334
1263f1f7-42dd-447a-9ad2-fe60654f0154,srv-database01,5868e6b4a26d4b6e959f4cb9efed61465a170acb254682659783885c0c795d9c,Red Hat Enterprise Linux,"Berlin, Germany",19.73,29.52,59.17,85.06,59.97,21.67,2.33,Jose Nguyen,110b6d22851a7ef141719048c0ce8d3b4f9634350f46c938c45a1a26b5c5a233,dc30768d37d527647218b73953c08bbadbf5f43201f527361fd5febce0df31a8,2025-01-22 08:32:00,Normal,Normal,90.29166666666667
8fd4cba6-6936-4832-b6b8-f6acfcfbfe10,srv-web02,c3d909616785b4277691aa9dc6dd58910524b7699aa385162fe7e3ca8987957b,Windows Server 2019,"Tokyo, Japan",78.37,39.3,48.78,22.05,30.04,22.33,1.67,Mario Wong,ddb4089eba70ba4b64c17fcced0219939522611b42f76dc50f4a3752491de610,1085ba3bdb31b668fa6b6522ad2c5704adce74f7aa693f0e64042ba744c2c41f,2025-02-02 05:33:00,Normal,Normal,93.04166666666666
b5f28214-c0f2-4212-941a-a6df4c1206b8,srv-analytics02,35ecf5fd02d0758684910c18ca82a0821d69f1a2f744a957a1c8dc40ac4a5c65,Ubuntu 20.04,"London, UK",77.29,25.84,30.93,21.1,126.29,22.65,1.35,Kelly Rodriguez,6710aca797e4a745708c844ed614c17ef9f454fb8231ea7a7cfcd61ac6789c31,32c3da12a96c0da1ed970644f0065bb59043efe43df27216a7f1876f4e37a98d,2025-03-12 04:58:00,Normal,Normal,94.375
4a94c403-8c15-4397-a2a5-6a22212327d1,srv-web02,2994ca2932715b1120f18636260f3e88d6fff98d1e84756dba87007cfa192f53,Ubuntu 20.04,"Tokyo, Japan",49.61,84.08,88.26,81.06,129.43,19.86,4.14,Yvonne Melton,d312233612f06939dd5850e57a82ad596799f9baa1df798e9e5885c483eb588a,5f47697b48b7343994f2cdcdbccf21602c5f7183f9feb365f43ecfe6db894ae1,2025-03-03 09:43:00,Normal,Normal,82.75
ed4746e9-fd4e-49b8-b3ae-067cab9c1c43,srv-database02,d267b0d559c362c58752e52947dc554ab2926e630074766203d1e310d12d787b,CentOS 8,"New York, USA",59.34,54.8,89.17,57.42,59.71,21.8,2.2,Kim Rocha,b9fef53235c8fac2ab834378c3bc73bb90646db9b5cdd028f6d6613eecb8d36d,e6bee071473b7b4ae22f196b4cfcf471ca7809b94f5d172baee0f452ade5ff2e,2025-02-18 02:38:00,Normal,Normal,90.83333333333333
9edda05f-c6b8-42d2-9634-841e091fc10c,srv-web02,0f6a4cfa0b06b94c22ec2a14208f153ae4630bff10bf36dbef43c73af53f4257,CentOS 8,"London, UK",85.91,38.89,23.08,132.46,142.55,18.4,5.6,Thomas Velazquez,dde75884f9ab09bb8690548a7ac6ff5e40fd9392f4038a564633a0d35f704dd1,5568a1e11e8cb38acb3268257701bb0f568bd23694a872b44599b5e2ca270de0,2025-02-19 14:26:00,Critical,Normal,76.66666666666666
6d6a6dfc-705d-48ae-9a5e-0a018a7ad426,srv-analytics02,61f3db49176151f06889b0fecd5006abfcc3074cc550002831638af94c706763,Ubuntu 20.04,"Sydney, Australia",46.33,87.78,71.92,33.92,60.74,21.48,2.52,Jennifer Kline,7cb7a77bb9d9943ee7a6d7aa454ecfa7ea8ff6c26ec1b704d8e5dfe520f4ccf8,35a6c1dc8378af393f060db21aa2e26a701235d97ea9727b199ee1963f719084,2025-03-11 01:29:00,Normal,Normal,89.5
6f0d8cc5-501a-42e4-99c7-70d534ca7339,srv-web01,0544250808238a5a750038feca8df6471fd918e59f6bc96f87d67b0f4fa46f8c,Red Hat Enterprise Linux,"Tokyo, Japan",47.58,97.44,81.81,19.25,40.33,20.71,3.29,Crystal Vaughn,55230177c04c4b72a95d77cfe8fcbe0ee9b6d7152b5a9bf037e9d58d843e3ad0,5fcce5d8d0f623523a97dd1353104f2bc3174eb01fff6516c35145aeb94ebbec,2025-01-20 12:46:00,Normal,Critical,86.29166666666667
169f8460-9372-40b2-9521-fcd86e4e2829,srv-app02,a0c3d8e7e9884f5ce5db3887004af5d37152c389e55ebc0e231845eb07088943,Windows Server 2022,"London, UK",76.28,20.79,38.79,56.86,66.09,20.97,3.03,Ashley Harris,01fb072c4d0a2889b92e10601d09f92ed756db24602f4a7a49ef28aecc9ba518,945f4f5daa3de9c19facd879507c9fcd69c31b534e5839be878413f1603c1cfb,2025-02-26 17:18:00,Normal,Normal,87.37499999999999
159e48e3-d466-4655-8c6b-823e0de48faf,srv-cache02,8d7e319fdc0bbd4ef934c54fd8a89e537a311dd5ddf8bf116022426512449da7,Windows Server 2019,"London, UK",43.05,95.76,79.01,49.06,29.37,21.38,2.62,Jennifer Williams,bafd99c61761f64e2e1a1e57295f741c9dc9a49d07eb4a12b284f7788d8e7103,05587195b8aa9770605ef60e4815942814509cd1268e78f272c6426916071d85,2025-03-15 04:43:00,Normal,Critical,89.08333333333333
7d3441c3-21d8-4f44-b534-9e956be62105,srv-analytics02,a61a4033d9f387cf0a0815b1b0cd4d477e6246ad4a3e965ae752af7060b96d47,CentOS 8,"New York, USA",80.3,73.79,61.95,111.66,55.55,22.37,1.63,Debbie Davis,4933e5da3c62b91f60b65fefa9c4440058af27d27571feab023b9b07855d1985,e17d35148ae62348e42149fc47ce39df444efc06e1898f1bdc55a8e4c6d51107,2025-02-18 02:40:00,Normal,Normal,93.20833333333334
e8379f03-584c-4924-86e8-2940f2047f48,srv-backup02,7815ec7bd299b71fcb54924d801e4c13b7516257d487efdbf065997449471c75,Red Hat Enterprise Linux,"London, UK",67.72,84.56,54.7,101.99,133.62,22.26,1.74,Hunter Fitzgerald,2b30be284b693029f9059b0366fed0cc9c974adfe3b8ea1c8b0b3badc3e50e53,d7dc14e6430f59c5e69e601f148ff1fedb5db294243878a71b5b284484bf780d,2025-01-22 21:44:00,Normal,Normal,92.75000000000001
b1b867d4-9b1f-492f-88f2-2c9877372180,srv-analytics03,fdca625cdcdf88f8e5a3440bdcb6084dec5919da2238f47632b2d28cda4e1ab6,Windows Server 2022,"London, UK",85.44,26.89,29.98,109.9,81.57,19.97,4.03,Brenda Johnson,5a531a077d7fa33b7cbb503cb188b84f346a1fc0ba30b817767822e1d68bd700,cbf1f506657bf3b91e42fd06b4a5df59295c0ad4f52d339af3dc05abc6ae1e56,2025-01-16 10:17:00,Critical,Normal,83.20833333333333
0a3eb18a-58dc-4b3d-9f77-6aa79acd4a02,srv-app01,8cac4e4864cc257365634154caa2e10f089c1e253affe946d236ef2aa8fd3320,Windows Server 2019,"Tokyo, Japan",64.93,79.64,69.06,49.02,119.89,22.03,1.97,Margaret Santiago,9335663cbea84fba4fb14917c7b05e807f5823af7015f7cb2df60bc14a51f928,862a9c37a3ea4f563c8c4ca3a27e3f84b9b80d7c08d84840731edb37e10d9e47,2025-02-26 02:32:00,Normal,Normal,91.79166666666667
17ea735b-ff4f-4c7f-8a6d-f596a5510d4e,srv-analytics03,585484de629153800866f0da6242eaf4ae5c5ccf6d02246bfeb2804057eaf6e3,Windows Server 2019,"Berlin, Germany",56.18,85.81,82.82,124.14,42.77,22.69,1.31,Christopher Smith,a45788e1491a65146e5f3210868a7e466a42dcbdb0b132a2dea38404dffbb1dd,da0fab7e9f79540068bb83ff6a61b8b53c4b937e6cdbec0f09b3d3d41e154a94,2025-01-20 12:18:00,Normal,Normal,94.54166666666667
ae5992b7-cd49-49d1-b9bc-65c262ba9e6e,srv-analytics02,dbec50a14047a061c2b6e7ada4cc9116059958759e1264cbd2ed797092b21fcc,Windows Server 2019,"Sydney, Australia",58.43,32.0,72.0,49.52,26.86,19.13,4.87,Tina Munoz,e9ece89379d8e3d6fb1b5b986aa0da24db7efb96162c57517f241ef69bb5bb45,1f61cf0299e9d9e32fdc609a20d42b09f95b80cb921392e6b7ffb138d0def32b,2025-02-06 04:21:00,Normal,Normal,79.70833333333333
e7646a1f-fa98-4870-a79c-23b4b9d19b2e,srv-backup01,31b7e4018b7c95ec817be5aaec096312d8cd26f9ddf79f908f9054d3a4b67d25,Windows Server 2022,"Sydney, Australia",16.25,34.69,25.98,18.77,80.33,21.78,2.22,Lisa Rios,623b57c20bc5900772a18a25b7af2699eff4a26c9965ba6cf0455e735d50e175,2e85e14762722b8d1fa19c3351403e16fb5cf4575ce6ae6d60433d304b46a2cf,2025-01-18 02:12:00,Normal,Normal,90.75000000000001
c2f91b34-1c12-4c22-889e-86d61b82830c,srv-database03,abc742d754888b22643a4f47fee136806190c0c74fc5c6c98aea5e74d4cccb80,Windows Server 2022,"Tokyo, Japan",83.95,67.36,49.46,121.49,18.85,19.53,4.47,Christopher Gibson,2bab3d18307d44fbd34dd1f05e1827a5315e3af0c155d8ebf867ec01d610663a,a4e9eb6a53158a8adc127b4eb63e82e281e5ba9d3b1a4cefb90d161cb589a0a7,2025-02-22 17:31:00,Normal,Normal,81.37500000000001
4a995069-1c99-4794-a57f-90ff3bf06fb3,srv-analytics01,0d7358eb19b366f439ce059abf62ab4eb31e1394b2a9b54a2bb178645ba8b217,Windows Server 2022,"New York, USA",99.3,86.17,59.61,26.22,20.29,19.32,4.68,Tara Wheeler,992c0180ef98b5497769784d9ee01b550ac0fceedd151902dfe455cd73015276,5780f7f553e431eaedef436fe999d2e432e7512ebcddd2d9504bcdfa2d41a52a,2025-01-18 15:01:00,Critical,Normal,80.5
55f503b7-c9e2-4860-b240-3432660f8505,srv-cache03,73c477c311b494f017d8d3225c5f1be0d9de06a28d44d737a223f5a007fb9839,Red Hat Enterprise Linux,"Berlin, Germany",76.34,73.56,73.25,116.46,17.11,18.78,5.22,Kimberly Prince,28357fc4ed2b342091ac5a9b91bff0b241d0ffc9ecc05c3e9c56b1854213c750,7611c3e17c7e9a4b05e2e6dffb4021b4d08363d0a3d55ede786f60d28ad59061,2025-02-28 08:46:00,Normal,Normal,78.25000000000001
93e19987-5698-4538-9998-2971b939ae86,srv-database02,e273f18a42f08785cdf322be3e07328d17e6ad81bfeecfea0722f87d114e16c7,Ubuntu 20.04,"London, UK",90.82,82.21,11.21,122.45,118.61,19.78,4.22,Stephen Love,fa1ebcd789a99b694c8815533a1d9a36f3227f292c2a9ac2f548c2831cdb7f04,6acc8fee0cf39401dce1f184edccdc173307b4f8af30ea46b1cb01546f5ad30b,2025-03-01 13:08:00,Critical,Normal,82.41666666666667
a200f491-6b7b-4a3e-a3ef-7e48b1945c68,srv-database03,307f8e1d0a5e6044a0fcdceb6ce81f38ef6932a52bb770e043466225140133c3,Windows Server 2022,"Tokyo, Japan",26.11,51.44,62.7,56.01,98.41,18.24,5.76,Beth Griffin MD,b50aec16328af67872bc647bc23c86adcf61bfa8b8209c4ece915159928ed35f,4fdfe26d9a5142c24508202643db0f825be181b6c15496724fb69fdf77f08a3b,2025-02-15 07:19:00,Normal,Normal,75.99999999999999
7031883e-8780-4e08-9a08-9eccf33ea6dd,srv-web03,d614e26b4e1c7d5b2768f93784093a03ebac0b976f7f0ec1fab2c50f5446a380,Ubuntu 20.04,"New York, USA",37.93,71.95,35.87,118.84,115.86,18.42,5.58,Victor Moody,adc0c1453c2767a4a4282ccfb954c39eb990539204fb38a82c5519290cf12261,bc0ac1dd011802c90ca7780effee872a16d3d1b01b1de13d1918a4d24d5205c4,2025-03-06 15:29:00,Normal,Normal,76.75
af2df79f-8fce-4aa1-add7-1cba89e1052b,srv-database01,c09d1bc1f4ba1ff8b10014ab818a4754e9eb670fc5b55a6d35f3fadf7ee9ce6a,Windows Server 2019,"Sydney, Australia",45.4,24.63,47.48,14.23,58.12,18.74,5.26,Shannon Walker,5ee4b575de9b4e49301c8e09eccceafab21aa8a8705979761b941055e74e556e,b3fed39942aa2138f5ff05363af6bf5a547a0b0d53b4c321b2ae876333110a07,2025-03-02 06:58:00,Normal,Normal,78.08333333333333
45f85e50-93d5-4980-8810-e893654bcde8,srv-api03,b294caedcef35e92d3e5379352a5bd36a0a306d5863e3d1b6b5a740808caea38,Windows Server 2022,"Sydney, Australia",42.23,59.59,59.81,57.67,79.82,21.71,2.29,Michael Jackson,59d6d2ca8246a1cc4779cc40d280c24af370e12574731c7571a5479288069743,6dfdb2350ec74b9c77c3b0fa378c6450c2063d3f77c2d607de561d2ca2d0e154,2025-02-19 13:46:00,Normal,Normal,90.45833333333334
2bcf9791-4750-4c36-9cd5-88335c385de4,srv-app01,5d33e6a5aa254787e7a412d22381f8cf7b84623efa97948c41ed85820b675f81,CentOS 8,"London, UK",94.01,60.56,31.86,10.33,89.24,20.29,3.71,Jennifer Torres,6f140eae6d8a173365b126997c24b0c9ecac5a13867c145e011c9b716543e7cc,976eaf4ec60717fccfd605123ac9c2b3cef415f6be047eef59cd65313632a93d,2025-02-24 09:53:00,Critical,Normal,84.54166666666666
6a035308-8cef-404d-9a17-eb294ecf8b43,srv-web02,bc0920a3d2c673cd8e987c246fc955453783135a1e729eab82b8918730ae250f,CentOS 8,"New York, USA",19.83,92.92,86.36,116.42,100.22,18.68,5.32,Paula Vasquez,4681b50ef98c0001b52432ac32890522a3a80fe235008cb80446a0638799ad17,68a55784de5113f939ac4090bffd74fb0c536d37296a627e1aaa9444c39f1b0e,2025-03-12 05:23:00,Normal,Critical,77.83333333333333
7b188562-51f6-4052-8ee8-795966836b9a,srv-api03,6709f50d092e6bb69c78d5dc324f67ecb483eab75c5a2ea7024b1f82f9392224,CentOS 8,"London, UK",24.95,24.68,37.17,74.78,134.1,18.34,5.66,Melissa Perez,36f985796ee3d477f1a9a519513e5b77cdf7c0425ec7c7314888edf9948ac01d,ffdf25f59479a239e48d362287bcda30ffd5acf0bf5b54abc78fced9aabdf87b,2025-01-17 21:34:00,Normal,Normal,76.41666666666667
31b4037d-4400-483b-ac3b-62a4e0fdb3de,srv-app01,0053aa15a74d63d22c0fb750fb9631a0c5cb002a948656701671809ba7d67234,CentOS 8,"Tokyo, Japan",24.9,38.19,62.9,74.42,96.16,20.15,3.85,Donald Garcia,9699769164b50a507d4e5e4fc0dbd45fadc3db14e505ea4a4809668a4c9c3252,9b7599d7e7908acae086448521eb1584dcc526a3af23b64a6eafbad2b3a50b5f,2025-03-09 07:57:00,Normal,Normal,83.95833333333333
208f4b78-88d8-4528-8dcc-2524d6d710fc,srv-web02,4ee95295f58d17345e5b12a040143cdd48d69dd832ae2f147193608a714da8d2,Windows Server 2019,"London, UK",44.98,85.3,99.64,98.6,54.44,21.7,2.3,Ashley Spencer,c4f80620a4c42c4b97d6221b66d46c7b24745c840e8e688c3a5d6b838a39f01b,366b4bb0b8ff8dcfebdf61ca1c4324f3111b7ec2b264b1809f783b36303e2019,2025-01-21 13:38:00,Normal,Normal,90.41666666666667
